月度,城市名称,平均相对湿度(%),平均温度（摄氏度）,降水量（毫米）,日照时数（小时）
2012-11-01,武汉市,83.0,10.1,30.6,136.4
2012-12-01,武汉市,82.0,3.9,51.7,99.1
2013-01-01,武汉市,78.0,2.9,22.4,128.5
2013-02-01,武汉市,87.0,5.9,43.9,55.8
2013-03-01,武汉市,75.0,12.9,90.1,142.1
2013-04-01,武汉市,70.0,17.1,145.7,174.0
2013-05-01,武汉市,80.0,22.1,153.9,156.0
2013-06-01,武汉市,81.0,26.1,256.6,200.5
2013-07-01,武汉市,72.0,30.6,316.2,287.5
2013-08-01,武汉市,69.0,30.6,136.0,281.7
2013-09-01,武汉市,83.0,22.9,207.8,165.5
2013-10-01,武汉市,76.0,18.2,5.6,192.3
2013-11-01,武汉市,81.0,11.4,54.6,142.6
2013-12-01,武汉市,73.0,4.5,1.4,166.0
2014-01-01,武汉市,73.0,5.3,37.3,143.0
2014-02-01,武汉市,82.0,5.1,93.1,62.5
2014-03-01,武汉市,76.0,12.9,94.1,145.5
2014-04-01,武汉市,80.0,17.3,147.3,113.0
2014-05-01,武汉市,76.0,21.9,77.1,141.2
2014-06-01,武汉市,78.0,25.7,65.4,102.0
2014-07-01,武汉市,81.0,27.7,151.7,171.5
2014-08-01,武汉市,84.0,26.1,145.1,142.0
2014-09-01,武汉市,85.0,23.7,113.7,126.3
2014-10-01,武汉市,82.0,18.6,140.9,183.2
2014-11-01,武汉市,82.0,11.7,141.2,98.5
2014-12-01,武汉市,70.0,4.8,1.7,167.6
2015-01-01,武汉市,76.0,5.2,35.7,97.9
2015-02-01,武汉市,82.0,6.5,113.4,77.3
2015-03-01,武汉市,78.0,12.0,109.8,126.0
2015-04-01,武汉市,79.0,16.6,143.8,158.9
2015-05-01,武汉市,81.0,22.5,165.6,139.5
2015-06-01,武汉市,85.0,25.4,199.0,117.2
2015-07-01,武汉市,81.0,27.2,290.0,197.1
2015-08-01,武汉市,78.0,27.7,74.8,247.0
2015-09-01,武汉市,80.0,23.8,75.7,167.9
2015-10-01,武汉市,83.0,18.3,102.1,182.9
2015-11-01,武汉市,91.0,10.8,109.5,48.4
2015-12-01,武汉市,82.0,5.9,13.4,
2016-01-01,武汉市,82.0,3.6,39.5,44.3
2016-02-01,武汉市,72.0,6.9,23.8,152.1
2016-03-01,武汉市,73.0,12.5,69.9,129.1
2016-04-01,武汉市,83.0,18.8,166.4,141.0
2016-05-01,武汉市,81.0,21.0,70.1,131.8
2016-06-01,武汉市,84.0,24.9,360.2,139.0
2016-07-01,武汉市,81.0,29.1,676.1,208.8
2016-08-01,武汉市,77.0,29.2,163.8,214.6
2016-09-01,武汉市,70.0,25.1,7.5,177.6
2016-10-01,武汉市,85.0,18.0,128.3,55.9
2016-11-01,武汉市,86.0,11.0,63.1,91.4
2016-12-01,武汉市,82.0,6.9,58.4,129.0
2017-01-01,武汉市,78.0,6.4,48.2,86.3
2017-02-01,武汉市,79.0,7.2,66.4,109.2
2017-03-01,武汉市,78.0,11.5,108.8,102.9
2017-04-01,武汉市,79.0,17.6,222.4,160.4
2017-05-01,武汉市,77.0,22.7,85.4,192.1
2017-06-01,武汉市,85.0,25.2,148.6,106.4
2017-07-01,武汉市,75.0,30.6,52.3,263.4
2017-08-01,武汉市,86.0,28.6,168.7,173.7
2017-09-01,武汉市,89.0,23.5,107.4,117.2
2017-10-01,武汉市,88.0,16.7,72.9,103.0
2017-11-01,武汉市,79.0,12.0,17.5,121.9
2017-12-01,武汉市,76.0,5.4,8.7,125.5
2018-01-01,武汉市,83.0,2.1,88.1,74.1
2018-02-01,武汉市,72.0,5.9,40.2,117.9
2018-03-01,武汉市,81.0,12.9,136.3,115.0
2018-04-01,武汉市,74.0,18.7,109.3,160.9
2018-05-01,武汉市,78.0,23.5,214.5,111.7
2018-06-01,武汉市,77.0,26.6,64.2,207.5
2018-07-01,武汉市,76.0,30.3,116.2,248.5
2018-08-01,武汉市,77.0,29.4,94.7,252.9
2018-09-01,武汉市,78.0,24.3,40.3,157.8
2018-10-01,武汉市,75.0,17.1,20.5,178.4
2018-11-01,武汉市,83.0,11.9,99.8,124.7
2018-12-01,武汉市,80.0,5.2,86.5,47.8
2019-01-01,武汉市,82.0,3.7,59.9,47.6
2019-02-01,武汉市,87.0,4.1,66.0,19.4
2019-03-01,武汉市,77.0,12.48,60.5,135.8
2019-04-01,武汉市,79.0,17.7,144.6,134.2
2019-05-01,武汉市,75.0,21.4,189.2,136.1
2019-06-01,武汉市,81.0,26.1,335.6,146.9
2019-07-01,武汉市,77.0,29.3,62.1,220.8
2019-08-01,武汉市,70.0,30.4,14.4,242.3
2019-09-01,武汉市,68.0,25.1,1.6,200.3
2019-10-01,武汉市,79.0,18.3,35.6,126.5
2019-11-01,武汉市,77.0,12.9,56.7,108.3
2019-12-01,武汉市,80.0,6.5,27.1,103.5
2020-01-01,武汉市,86.0,4.1,113.2,93.9
2020-02-01,武汉市,81.0,8.6,106.9,173.4
2020-03-01,武汉市,79.0,13.0,84.4,224.7
2020-04-01,武汉市,71.0,16.8,45.9,212.5
2020-05-01,武汉市,77.0,23.1,124.3,155.2
2020-06-01,武汉市,86.0,26.5,420.4,97.1
2020-07-01,武汉市,88.0,26.5,553.6,62.0
2020-08-01,武汉市,76.0,30.0,121.0,240.6
2020-09-01,武汉市,85.0,23.1,169.2,99.4
2020-10-01,武汉市,85.0,16.7,173.1,98.5
2020-11-01,武汉市,82.0,12.5,81.9,113.2
2020-12-01,武汉市,76.0,4.8,18.4,83.3
1996-01-01,西安市,62.0,,6.1,84.6
1996-02-01,西安市,57.0,2.2,6.3,121.8
1996-03-01,西安市,57.0,7.3,36.2,98.6
1996-04-01,西安市,64.0,13.8,18.2,97.5
1996-05-01,西安市,63.0,20.1,31.2,133.2
1996-06-01,西安市,62.0,24.7,78.0,176.2
1996-07-01,西安市,72.0,26.8,176.8,166.6
1996-08-01,西安市,77.0,25.4,92.2,177.5
1996-09-01,西安市,83.0,20.1,124.1,120.0
1996-10-01,西安市,78.0,14.6,74.6,106.8
1996-11-01,西安市,79.0,6.8,69.7,81.1
1996-12-01,西安市,59.0,2.5,0.0,83.9
1997-01-01,西安市,67.0,-0.5,9.6,47.5
1997-02-01,西安市,67.0,3.8,13.6,60.1
1997-03-01,西安市,74.0,10.0,25.9,50.5
1997-04-01,西安市,70.0,15.2,54.3,75.0
1997-05-01,西安市,58.0,22.1,17.2,118.5
1997-06-01,西安市,42.0,27.4,11.7,236.9
1997-07-01,西安市,62.0,28.3,91.9,210.3
1997-08-01,西安市,55.0,28.3,4.3,231.6
1997-09-01,西安市,65.0,20.2,84.0,172.3
1997-10-01,西安市,65.0,14.9,17.0,137.1
1997-11-01,西安市,73.0,6.2,31.5,40.6
1997-12-01,西安市,72.0,1.3,0.7,32.3
1998-01-01,西安市,61.0,-0.2,9.4,73.1
1998-02-01,西安市,58.0,5.6,0.4,103.7
1998-03-01,西安市,69.0,8.4,34.7,91.0
1998-04-01,西安市,72.0,17.5,64.4,156.1
1998-05-01,西安市,74.0,19.0,110.8,150.9
1998-06-01,西安市,58.0,26.4,5.3,218.0
1998-07-01,西安市,74.0,27.0,155.7,160.2
1998-08-01,西安市,82.0,24.9,141.9,176.7
1998-09-01,西安市,72.0,22.5,31.5,170.2
1998-10-01,西安市,74.0,15.6,44.9,95.5
1998-11-01,西安市,65.0,9.7,0.8,129.1
1998-12-01,西安市,64.0,4.0,0.7,61.3
1999-01-01,西安市,48.0,2.4,0.0,80.0
1999-02-01,西安市,40.0,6.0,0.0,127.0
1999-03-01,西安市,60.0,9.4,15.2,71.0
1999-04-01,西安市,59.0,16.7,44.5,150.0
1999-05-01,西安市,63.0,20.9,117.5,191.0
1999-06-01,西安市,65.0,24.4,71.6,141.0
1999-07-01,西安市,72.0,26.5,90.5,153.0
1999-08-01,西安市,67.0,26.3,97.4,212.0
1999-09-01,西安市,75.0,22.2,49.0,94.0
1999-10-01,西安市,79.0,14.3,81.8,29.0
1999-11-01,西安市,70.0,7.9,20.5,56.0
1999-12-01,西安市,56.0,2.7,0.4,64.0
2000-01-01,西安市,67.0,-0.5,9.2,39.8
2000-02-01,西安市,58.0,3.4,4.9,54.5
2000-03-01,西安市,47.0,12.0,5.4,144.6
2000-04-01,西安市,50.0,16.4,18.6,124.6
2000-05-01,西安市,49.0,23.0,38.0,178.3
2000-06-01,西安市,65.0,24.9,106.3,97.2
2000-07-01,西安市,67.0,28.1,54.4,128.1
2000-08-01,西安市,78.0,24.6,128.9,157.9
2000-09-01,西安市,76.0,20.1,62.9,80.2
2000-10-01,西安市,83.0,13.5,73.6,24.4
2000-11-01,西安市,81.0,5.6,26.2,22.5
2000-12-01,西安市,76.0,2.8,10.6,39.8
2001-01-01,西安市,66.0,1.1,13.6,49.5
2001-02-01,西安市,65.0,5.0,5.3,40.7
2001-03-01,西安市,39.0,12.1,,118.7
2001-04-01,西安市,64.0,14.6,42.5,90.1
2001-05-01,西安市,52.0,22.2,10.1,195.2
2001-06-01,西安市,55.0,26.3,50.2,167.0
2001-07-01,西安市,57.0,29.1,96.6,211.4
2001-08-01,西安市,70.0,25.4,28.2,137.7
2001-09-01,西安市,77.0,20.0,74.4,85.8
2001-10-01,西安市,80.0,15.0,64.0,99.1
2001-11-01,西安市,67.0,7.9,2.4,114.2
2001-12-01,西安市,70.0,0.7,18.6,69.3
2002-01-01,西安市,61.0,3.7,6.8,118.0
2002-02-01,西安市,53.0,6.8,4.1,106.0
2002-03-01,西安市,53.0,11.9,12.9,178.0
2002-04-01,西安市,50.0,16.2,12.8,173.0
2002-05-01,西安市,68.0,19.4,83.9,164.0
2002-06-01,西安市,54.0,27.6,111.4,243.0
2002-07-01,西安市,56.0,28.7,5.7,236.0
2002-08-01,西安市,66.0,26.3,37.1,209.0
2002-09-01,西安市,66.0,20.9,67.6,185.0
2002-10-01,西安市,60.0,15.3,37.0,159.0
2002-11-01,西安市,63.0,7.9,7.3,134.0
2002-12-01,西安市,77.0,0.1,19.4,0.0
2003-01-01,西安市,64.0,0.4,16.1,99.0
2003-02-01,西安市,69.0,5.4,20.7,88.0
2003-03-01,西安市,59.0,9.2,33.9,132.0
2003-04-01,西安市,62.0,15.1,30.3,164.0
2003-05-01,西安市,56.0,21.7,49.7,223.0
2003-06-01,西安市,49.0,26.5,46.9,203.0
2003-07-01,西安市,68.0,26.6,136.5,205.0
2003-08-01,西安市,81.0,23.4,179.6,86.0
2003-09-01,西安市,80.0,21.0,195.5,134.0
2003-10-01,西安市,75.0,13.8,133.9,138.0
2003-11-01,西安市,75.0,6.5,32.9,95.0
2003-12-01,西安市,61.0,2.3,6.8,91.0
2004-01-01,西安市,50.0,1.6,0.8,111.8
2004-02-01,西安市,43.0,6.7,29.1,156.8
2004-03-01,西安市,52.0,11.3,33.4,122.3
2004-04-01,西安市,45.0,18.7,18.0,223.1
2004-05-01,西安市,50.0,22.0,29.8,250.9
2004-06-01,西安市,50.0,26.2,120.1,215.0
2004-07-01,西安市,60.0,27.8,59.8,177.7
2004-08-01,西安市,74.0,25.1,33.4,141.3
2004-09-01,西安市,74.0,20.6,102.0,142.7
2004-10-01,西安市,71.0,13.7,25.5,143.8
2004-11-01,西安市,71.0,7.8,39.9,131.1
2004-12-01,西安市,71.0,2.9,20.9,96.6
2005-01-01,西安市,63.0,-0.1,,82.3
2005-02-01,西安市,63.0,1.9,9.1,76.9
2005-03-01,西安市,51.0,10.0,5.6,198.2
2005-04-01,西安市,47.0,19.0,19.2,228.3
2005-05-01,西安市,56.0,22.3,43.1,207.8
2005-06-01,西安市,48.0,28.0,67.1,253.0
2005-07-01,西安市,63.0,28.0,45.6,190.6
2005-08-01,西安市,73.0,24.4,127.4,143.3
2005-09-01,西安市,70.0,22.0,104.2,153.4
2005-10-01,西安市,74.0,14.1,117.9,131.9
2005-11-01,西安市,65.0,9.8,2.2,129.2
2005-12-01,西安市,45.0,0.7,,154.5
2006-01-01,西安市,77.0,-0.2,8.5,72.6
2006-02-01,西安市,66.0,4.3,21.1,111.0
2006-03-01,西安市,48.0,10.8,2.2,213.9
2006-04-01,西安市,53.0,16.8,46.9,229.1
2006-05-01,西安市,60.0,21.4,52.1,255.3
2006-06-01,西安市,55.0,26.5,89.7,226.5
2006-07-01,西安市,70.0,28.2,29.8,224.6
2006-08-01,西安市,77.0,26.0,57.0,158.5
2006-09-01,西安市,77.0,19.5,78.9,120.4
2006-10-01,西安市,79.0,16.8,35.4,134.2
2006-11-01,西安市,71.0,9.4,7.5,143.9
2006-12-01,西安市,70.0,2.3,4.9,101.4
2007-01-01,西安市,47.0,2.3,1.9,156.8
2007-02-01,西安市,53.0,7.5,2.3,126.6
2007-03-01,西安市,56.0,10.6,37.1,163.7
2007-04-01,西安市,37.0,17.7,2.5,240.9
2007-05-01,西安市,38.0,24.4,30.2,267.8
2007-06-01,西安市,52.0,26.1,64.0,177.0
2007-07-01,西安市,72.0,25.3,254.4,136.6
2007-08-01,西安市,69.0,26.3,161.3,168.3
2007-09-01,西安市,68.0,20.1,57.8,155.8
2007-10-01,西安市,74.0,14.0,78.7,82.1
2007-11-01,西安市,60.0,9.4,2.6,147.6
2007-12-01,西安市,66.0,3.0,5.7,70.4
2008-01-01,西安市,64.0,-1.7,19.1,80.0
2008-02-01,西安市,54.0,1.8,7.5,166.2
2008-03-01,西安市,47.0,12.5,21.7,199.0
2008-04-01,西安市,58.0,16.4,55.6,157.9
2008-05-01,西安市,46.0,23.2,22.0,243.9
2008-06-01,西安市,52.0,25.8,59.8,161.3
2008-07-01,西安市,61.0,27.1,83.7,114.7
2008-08-01,西安市,60.0,26.1,87.3,157.2
2008-09-01,西安市,71.0,20.6,83.1,98.3
2008-10-01,西安市,74.0,15.0,73.1,105.7
2008-11-01,西安市,62.0,8.8,12.3,141.4
2008-12-01,西安市,52.0,3.3,,178.1
2009-01-01,西安市,56.0,0.6,,139.0
2009-02-01,西安市,76.0,6.4,18.4,54.9
2009-03-01,西安市,62.0,11.1,35.5,172.6
2009-04-01,西安市,60.0,17.9,21.0,200.6
2009-05-01,西安市,70.0,20.5,116.3,159.3
2009-06-01,西安市,54.0,27.4,59.0,228.4
2009-07-01,西安市,68.0,28.2,57.6,193.2
2009-08-01,西安市,80.0,24.7,176.0,87.8
2009-09-01,西安市,84.0,20.5,81.3,81.9
2009-10-01,西安市,78.0,16.8,27.6,156.6
2009-11-01,西安市,83.0,4.7,56.3,103.8
2009-12-01,西安市,69.0,1.8,11.3,150.9
2010-01-01,西安市,47.0,0.8,,136.8
2010-02-01,西安市,64.0,4.1,11.0,124.6
2010-03-01,西安市,56.0,9.2,18.8,149.3
2010-04-01,西安市,57.0,13.8,47.1,186.7
2010-05-01,西安市,61.0,20.6,41.9,173.7
2010-06-01,西安市,55.0,25.7,25.6,219.7
2010-07-01,西安市,70.0,27.2,106.4,142.6
2010-08-01,西安市,75.0,24.9,150.1,143.7
2010-09-01,西安市,77.0,21.5,72.0,135.6
2010-10-01,西安市,73.0,14.5,43.4,131.3
2010-11-01,西安市,61.0,8.9,10.3,192.1
2010-12-01,西安市,46.0,3.4,0.7,212.5
2011-01-01,西安市,51.0,-2.8,0.6,109.7
2011-02-01,西安市,59.0,3.8,14.8,106.3
2011-03-01,西安市,46.0,8.4,8.8,252.0
2011-04-01,西安市,48.0,17.5,17.3,268.1
2011-05-01,西安市,63.0,20.3,81.5,240.5
2011-06-01,西安市,57.0,25.9,32.7,226.8
2011-07-01,西安市,66.0,26.7,78.0,208.4
2011-08-01,西安市,78.0,24.5,84.3,192.9
2011-09-01,西安市,84.0,18.6,284.3,95.7
2011-10-01,西安市,75.0,15.0,43.4,156.6
2011-11-01,西安市,82.0,9.4,65.2,93.0
2011-12-01,西安市,69.0,1.6,6.9,90.3
2012-01-01,西安市,71.0,-0.9,7.3,52.6
2012-02-01,西安市,54.0,2.0,0.1,72.2
2012-03-01,西安市,62.0,8.3,14.3,144.0
2012-04-01,西安市,51.0,17.8,13.3,224.6
2012-05-01,西安市,63.0,21.6,69.6,193.7
2012-06-01,西安市,51.0,26.7,20.8,239.8
2012-07-01,西安市,67.0,27.6,54.5,214.9
2012-08-01,西安市,70.0,25.5,84.6,182.4
2012-09-01,西安市,74.0,19.8,92.5,165.7
2012-10-01,西安市,68.0,15.0,15.3,142.5
2012-11-01,西安市,54.0,6.4,11.9,164.7
2012-12-01,西安市,56.0,0.2,1.1,124.9
2013-01-01,西安市,45.0,0.8,0.9,171.9
2013-02-01,西安市,69.0,4.5,12.4,90.8
2013-03-01,西安市,40.0,13.0,5.5,207.5
2013-04-01,西安市,48.0,16.1,19.3,233.9
2013-05-01,西安市,60.0,21.7,139.6,171.4
2013-06-01,西安市,52.0,27.3,27.0,256.9
2013-07-01,西安市,73.0,27.4,119.3,123.3
2013-08-01,西安市,63.0,28.3,30.5,260.5
2013-09-01,西安市,64.0,22.7,23.1,171.1
2013-10-01,西安市,59.0,16.9,14.5,191.4
2013-11-01,西安市,67.0,8.4,31.8,146.7
2013-12-01,西安市,57.0,2.1,,165.1
2014-01-01,西安市,40.0,2.9,0.3,181.5
2014-02-01,西安市,75.0,2.3,16.2,55.4
2014-03-01,西安市,54.0,12.0,13.9,162.5
2014-04-01,西安市,70.0,16.1,65.6,126.0
2014-05-01,西安市,53.0,21.1,53.4,209.3
2014-06-01,西安市,57.0,26.0,62.7,193.9
2014-07-01,西安市,56.0,29.1,80.3,288.0
2014-08-01,西安市,67.0,25.1,96.8,191.4
2014-09-01,西安市,82.0,20.3,230.3,112.0
2014-10-01,西安市,71.0,16.4,20.7,105.0
2014-11-01,西安市,67.0,8.9,19.5,141.0
2014-12-01,西安市,43.0,2.2,0.5,175.8
2015-01-01,西安市,55.0,2.3,3.3,127.0
2015-02-01,西安市,47.0,5.6,1.4,127.1
2015-03-01,西安市,60.0,10.5,42.6,144.3
2015-04-01,西安市,60.0,16.3,88.8,214.3
2015-05-01,西安市,58.0,21.4,50.2,200.4
2015-06-01,西安市,63.0,24.3,91.5,116.6
2015-07-01,西安市,56.0,28.1,20.8,257.1
2015-08-01,西安市,65.0,26.0,71.2,208.5
2015-09-01,西安市,70.0,21.7,90.9,119.8
2015-10-01,西安市,69.0,15.0,60.2,95.0
2015-11-01,西安市,81.0,8.2,28.6,58.5
2015-12-01,西安市,59.0,3.1,2.1,127.3
2016-01-01,西安市,55.0,0.3,8.9,111.9
2016-02-01,西安市,40.0,4.8,2.0,205.5
2016-03-01,西安市,45.0,11.5,5.9,168.8
2016-04-01,西安市,55.0,18.3,26.4,211.9
2016-05-01,西安市,56.0,20.2,53.7,200.7
2016-06-01,西安市,56.0,26.7,80.7,258.9
2016-07-01,西安市,64.0,28.3,104.8,231.6
2016-08-01,西安市,64.0,28.6,50.0,290.7
2016-09-01,西安市,66.0,22.6,13.3,141.5
2016-10-01,西安市,78.0,15.3,69.3,89.2
2016-11-01,西安市,72.0,8.3,33.4,119.4
2016-12-01,西安市,62.0,4.7,7.6,110.2
2017-01-01,西安市,56.0,2.7,3.6,106.9
2017-02-01,西安市,52.0,5.6,11.1,162.7
2017-03-01,西安市,53.0,9.8,50.6,161.8
2017-04-01,西安市,57.0,17.0,55.9,195.9
2017-05-01,西安市,53.0,22.2,63.6,232.2
2017-06-01,西安市,55.0,26.1,72.2,216.5
2017-07-01,西安市,54.0,30.5,82.5,290.9
2017-08-01,西安市,68.0,26.6,64.6,180.1
2017-09-01,西安市,77.0,21.3,98.6,103.8
2017-10-01,西安市,82.0,13.7,140.0,34.3
2017-11-01,西安市,60.0,8.8,6.4,122.2
2017-12-01,西安市,45.0,3.0,,158.8
2018-01-01,西安市,65.0,-0.9,22.0,92.7
2018-02-01,西安市,46.0,4.7,3.6,184.9
2018-03-01,西安市,58.0,13.2,21.2,196.4
2018-04-01,西安市,56.0,17.8,36.5,194.8
2018-05-01,西安市,58.0,21.8,25.7,173.0
2018-06-01,西安市,54.0,26.6,50.7,203.0
2018-07-01,西安市,70.0,28.4,114.1,180.9
2018-08-01,西安市,63.0,29.1,71.7,281.3
2018-09-01,西安市,68.0,20.7,73.7,146.1
2018-10-01,西安市,55.0,15.3,8.9,200.5
2018-11-01,西安市,70.0,7.9,28.6,116.2
2018-12-01,西安市,46.0,1.7,2.5,86.0
2019-01-01,西安市,53.0,1.0,6.6,80.5
2019-02-01,西安市,62.0,3.5,9.1,92.0
2019-03-01,西安市,39.0,12.53,1.3,226.1
2019-04-01,西安市,58.0,17.5,56.7,174.2
2019-05-01,西安市,53.0,21.0,21.2,161.3
2019-06-01,西安市,60.0,25.5,112.7,130.8
2019-07-01,西安市,62.0,27.5,55.6,204.6
2019-08-01,西安市,65.0,26.7,80.8,176.1
2019-09-01,西安市,75.0,20.9,163.7,163.3
2019-10-01,西安市,80.0,14.5,56.8,85.3
2019-11-01,西安市,70.0,8.8,9.7,102.2
2019-12-01,西安市,56.0,3.9,0.3,155.4
2020-01-01,西安市,68.0,2.4,3.1,83.7
2020-02-01,西安市,54.0,6.2,7.2,172.6
2020-03-01,西安市,49.0,12.6,16.5,164.9
2020-04-01,西安市,47.0,16.4,8.4,186.1
2020-05-01,西安市,47.0,23.0,81.7,221.3
2020-06-01,西安市,67.0,24.9,131.2,132.6
2020-07-01,西安市,76.0,25.7,102.9,143.3
2020-08-01,西安市,79.0,25.4,116.6,147.1
2020-09-01,西安市,70.0,21.8,40.7,161.1
2020-10-01,西安市,78.0,13.6,68.5,69.2
2020-11-01,西安市,68.0,9.4,42.9,110.1
2020-12-01,西安市,63.0,1.0,2.7,83.6
1996-01-01,西宁市,50.0,-9.1,2.6,203.2
1996-02-01,西宁市,42.0,-4.8,0.7,216.2
1996-03-01,西宁市,50.0,0.2,12.2,213.4
1996-04-01,西宁市,59.0,6.2,22.1,195.0
1996-05-01,西宁市,59.0,11.6,37.0,231.8
1996-06-01,西宁市,66.0,13.9,57.8,228.7
1996-07-01,西宁市,73.0,16.5,100.3,202.0
1996-08-01,西宁市,76.0,15.9,115.6,221.5
1996-09-01,西宁市,72.0,12.0,34.9,237.4
1996-10-01,西宁市,67.0,5.6,15.8,200.4
1996-11-01,西宁市,64.0,-1.6,3.1,179.1
1996-12-01,西宁市,41.0,-7.3,,230.7
1997-01-01,西宁市,42.0,-6.3,0.5,232.2
1997-02-01,西宁市,43.0,-4.5,1.2,222.3
1997-03-01,西宁市,55.0,3.6,25.9,226.0
1997-04-01,西宁市,59.0,6.8,54.3,248.2
1997-05-01,西宁市,59.0,12.8,33.8,274.5
1997-06-01,西宁市,62.0,15.0,31.1,257.7
1997-07-01,西宁市,69.0,16.8,101.7,259.4
1997-08-01,西宁市,72.0,15.9,105.2,219.9
1997-09-01,西宁市,73.0,10.5,41.3,206.7
1997-10-01,西宁市,62.0,5.1,5.1,230.1
1997-11-01,西宁市,63.0,-2.4,8.9,204.6
1997-12-01,西宁市,58.0,-7.0,0.9,204.5
1998-01-01,西宁市,57.0,-10.1,4.0,196.0
1998-02-01,西宁市,51.0,-1.8,0.5,171.1
1998-03-01,西宁市,61.0,1.1,23.0,171.7
1998-04-01,西宁市,47.0,11.5,30.4,263.1
1998-05-01,西宁市,65.0,12.5,82.3,197.7
1998-06-01,西宁市,68.0,15.7,79.6,260.2
1998-07-01,西宁市,73.0,17.1,79.8,199.4
1998-08-01,西宁市,75.0,15.6,105.9,193.3
1998-09-01,西宁市,71.0,12.8,25.8,191.1
1998-10-01,西宁市,69.0,6.3,28.4,210.2
1998-11-01,西宁市,48.0,0.2,,227.7
1998-12-01,西宁市,49.0,-5.0,0.6,198.4
1999-01-01,西宁市,39.0,-7.5,0.0,211.0
1999-02-01,西宁市,36.0,-3.1,0.0,215.0
1999-03-01,西宁市,42.0,2.3,5.1,226.0
1999-04-01,西宁市,44.0,8.5,3.6,248.0
1999-05-01,西宁市,51.0,12.3,24.5,241.0
1999-06-01,西宁市,68.0,15.0,116.9,172.0
1999-07-01,西宁市,71.0,16.9,52.1,216.0
1999-08-01,西宁市,71.0,16.1,94.4,193.0
1999-09-01,西宁市,69.0,12.7,51.0,217.0
1999-10-01,西宁市,74.0,6.1,43.0,164.0
1999-11-01,西宁市,64.0,-0.2,4.5,193.0
1999-12-01,西宁市,49.0,-6.3,1.0,205.0
2000-01-01,西宁市,50.0,-7.1,1.6,185.1
2000-02-01,西宁市,49.0,-6.0,4.2,188.2
2000-03-01,西宁市,52.0,1.6,3.5,210.7
2000-04-01,西宁市,48.0,7.5,17.1,227.8
2000-05-01,西宁市,49.0,13.6,27.1,259.0
2000-06-01,西宁市,68.0,15.2,52.1,213.5
2000-07-01,西宁市,61.0,19.6,46.9,286.1
2000-08-01,西宁市,69.0,15.6,62.2,244.4
2000-09-01,西宁市,78.0,11.2,87.7,133.3
2000-10-01,西宁市,72.0,5.8,21.7,197.9
2000-11-01,西宁市,63.0,-2.3,17.7,192.1
2000-12-01,西宁市,57.0,-5.7,1.2,196.1
2001-01-01,西宁市,47.0,-6.9,0.9,175.7
2001-02-01,西宁市,44.0,-3.3,0.7,190.0
2001-03-01,西宁市,32.0,1.6,,246.7
2001-04-01,西宁市,47.0,7.4,8.1,194.6
2001-05-01,西宁市,53.0,11.5,36.3,238.9
2001-06-01,西宁市,59.0,15.6,48.7,247.4
2001-07-01,西宁市,70.0,17.6,110.8,233.1
2001-08-01,西宁市,71.0,15.6,65.5,231.8
2001-09-01,西宁市,78.0,12.4,119.3,147.7
2001-10-01,西宁市,70.0,7.3,5.8,214.5
2001-11-01,西宁市,61.0,0.1,1.6,187.0
2001-12-01,西宁市,51.0,-6.6,0.1,157.8
2002-01-01,西宁市,44.0,-7.7,6.4,173.0
2002-02-01,西宁市,39.0,-2.4,0.2,161.0
2002-03-01,西宁市,39.0,2.9,9.8,200.0
2002-04-01,西宁市,41.0,8.7,774.9,212.0
2002-05-01,西宁市,59.0,11.1,35.4,200.0
2002-06-01,西宁市,57.0,16.4,70.8,236.0
2002-07-01,西宁市,58.0,17.9,45.7,237.0
2002-08-01,西宁市,57.0,16.8,79.1,231.0
2002-09-01,西宁市,63.0,12.0,59.4,150.0
2002-10-01,西宁市,48.0,5.8,20.8,218.0
2002-11-01,西宁市,49.0,-1.5,7.8,193.0
2002-12-01,西宁市,49.0,-6.8,0.5,45.0
2003-01-01,西宁市,32.0,-6.7,0.2,215.0
2003-02-01,西宁市,37.0,-2.5,,185.0
2003-03-01,西宁市,41.0,2.3,10.0,186.0
2003-04-01,西宁市,43.0,8.4,36.7,218.0
2003-05-01,西宁市,53.0,11.9,87.4,218.0
2003-06-01,西宁市,56.0,14.8,100.8,248.0
2003-07-01,西宁市,64.0,16.6,125.0,215.0
2003-08-01,西宁市,69.0,16.5,114.5,171.0
2003-09-01,西宁市,65.0,12.4,53.1,204.0
2003-10-01,西宁市,64.0,5.7,27.4,171.0
2003-11-01,西宁市,59.0,-0.3,5.5,174.0
2003-12-01,西宁市,51.0,-6.7,3.4,170.0
2004-01-01,西宁市,53.0,-8.4,2.1,180.1
2004-02-01,西宁市,44.0,-3.7,5.3,178.7
2004-03-01,西宁市,43.0,2.9,6.0,184.6
2004-04-01,西宁市,43.0,9.5,19.7,257.8
2004-05-01,西宁市,56.0,11.1,69.0,206.1
2004-06-01,西宁市,57.0,14.9,64.6,229.5
2004-07-01,西宁市,63.0,16.5,61.3,236.3
2004-08-01,西宁市,68.0,16.5,70.7,194.5
2004-09-01,西宁市,73.0,11.1,99.6,144.0
2004-10-01,西宁市,67.0,5.6,22.8,179.4
2004-11-01,西宁市,55.0,-1.5,1.1,212.7
2004-12-01,西宁市,56.0,-5.5,7.3,186.1
2005-01-01,西宁市,59.0,-7.8,1.7,186.2
2005-02-01,西宁市,49.0,-4.4,6.2,188.2
